,tract,total_preschools_one_mile,total_preschools_five_mile,total_elementary_2.5_mile,total_good_elementary_2.5_mile,nearest_elementary_dist,PI_elementary,nearest_elementary,total_middle_2.5_mile,total_good_middle_2.5_mile,nearest_middle_dist,PI_middle,nearest_middle,total_High_2.5_mile,total_good_High_2.5_mile,nearest_High_dist,PI_High,nearest_High
278,101101,5,12,11,10,112,124,"('Marion C Seltzer Elementary School', (41.478069299999994, -81.75153449999999))",6,4,414,49,"('Lincoln Park Academy', (41.467426, -81.712685))",13,7,211,49,"('Hope Academy Northwest Campus', (41.4822414, -81.76708620000001))"
160,101102,6,16,14,12,91,77,"('Louisa May Alcott Elementary School', (41.4826234, -81.7568792))",7,5,430,49,"('Constellation Schools: Westside Community School of the Arts', (41.451757, -81.763283))",13,7,108,49,"('Hope Academy Northwest Campus', (41.4822414, -81.76708620000001))"
235,101200,3,11,10,8,179,111,"('Watterson-Lake School', (41.4816514, -81.73621209999999))",7,4,400,54,"('Lincoln Park Academy', (41.467426, -81.712685))",13,6,308,54,"('Max S Hayes High School', (41.4712041, -81.7287328))"
349,101300,6,13,14,12,113,77,"('Louisa May Alcott Elementary School', (41.4826234, -81.7568792))",7,5,397,49,"('Constellation Schools: Westside Community School of the Arts', (41.451757, -81.763283))",12,7,33,49,"('Hope Academy Northwest Campus', (41.4822414, -81.76708620000001))"
244,101400,6,9,15,13,295,112,"('Wilbur Wright School', (41.460167, -81.76375999999999))",7,5,253,49,"('Constellation Schools: Westside Community School of the Arts', (41.451757, -81.763283))",12,7,183,49,"('Hope Academy Northwest Campus', (41.4822414, -81.76708620000001))"
245,101501,5,12,12,12,141,124,"('Marion C Seltzer Elementary School', (41.478069299999994, -81.75153449999999))",6,4,332,49,"('Constellation Schools: Westside Community School of the Arts', (41.451757, -81.763283))",12,7,174,49,"('Hope Academy Northwest Campus', (41.4822414, -81.76708620000001))"
0,101603,5,10,11,11,182,103,"('Constellation Schools: Madison Community Elementary', (41.4767784, -81.74817709999999))",6,4,292,49,"('Constellation Schools: Westside Community School of the Arts', (41.451757, -81.763283))",12,7,263,49,"('Hope Academy Northwest Campus', (41.4822414, -81.76708620000001))"
27,101700,5,11,11,10,19,103,"('Constellation Schools: Madison Community Elementary', (41.4767784, -81.74817709999999))",6,4,380,54,"('Constellation Schools: Westside Community School of the Arts', (41.451757, -81.763283))",11,6,251,54,"('Max S Hayes High School', (41.4712041, -81.7287328))"
427,101800,4,6,7,7,163,103,"('Constellation Schools: Madison Community Elementary', (41.4767784, -81.74817709999999))",6,4,324,54,"('Lincoln Park Academy', (41.467426, -81.712685))",12,6,132,54,"('Max S Hayes High School', (41.4712041, -81.7287328))"
246,101901,1,5,7,7,94,152,"('H Barbara Booker Elementary School', (41.473331099999996, -81.7312324))",6,4,239,54,"('Lincoln Park Academy', (41.467426, -81.712685))",13,6,71,54,"('Max S Hayes High School', (41.4712041, -81.7287328))"
400,102101,4,9,14,13,4,112,"('Wilbur Wright School', (41.460167, -81.76375999999999))",6,5,71,39,"('Constellation Schools: Westside Community School of the Arts', (41.451757, -81.763283))",10,6,215,39,"('New Technology West', (41.448097, -81.7695879))"
161,102102,5,14,15,14,81,89,"('Louis Agassiz School', (41.4543027, -81.76391890000001))",6,5,1,39,"('Constellation Schools: Westside Community School of the Arts', (41.451757, -81.763283))",11,6,38,39,"('New Technology West', (41.448097, -81.7695879))"
247,102200,5,10,12,11,116,147,"('Almira', (41.4616658, -81.75169759999999))",5,4,74,39,"('Constellation Schools: Westside Community School of the Arts', (41.451757, -81.763283))",11,6,253,39,"('New Technology West', (41.448097, -81.7695879))"
74,102300,5,10,12,11,2,147,"('Almira', (41.4616658, -81.75169759999999))",5,4,142,54,"('Constellation Schools: Westside Community School of the Arts', (41.451757, -81.763283))",10,7,326,54,"('Max S Hayes High School', (41.4712041, -81.7287328))"
28,102401,5,7,11,10,166,147,"('Almira', (41.4616658, -81.75169759999999))",5,4,212,54,"('Constellation Schools: Westside Community School of the Arts', (41.451757, -81.763283))",10,5,270,54,"('Max S Hayes High School', (41.4712041, -81.7287328))"
248,102402,6,7,9,7,252,147,"('Almira', (41.4616658, -81.75169759999999))",5,4,308,54,"('Constellation Schools: Westside Community School of the Arts', (41.451757, -81.763283))",12,6,162,54,"('Max S Hayes High School', (41.4712041, -81.7287328))"
162,102700,4,5,6,6,49,102,"('Constellation Schools: Stockyard Community Elementary', (41.467446, -81.73083199999999))",6,4,102,54,"('Lincoln Park Academy', (41.467426, -81.712685))",13,6,23,54,"('Max S Hayes High School', (41.4712041, -81.7287328))"
249,102800,3,4,5,6,29,99,"('Lincoln Preparatory School', (41.4651348, -81.7144526))",6,4,8,54,"('Lincoln Park Academy', (41.467426, -81.712685))",12,6,143,54,"('Max S Hayes High School', (41.4712041, -81.7287328))"
210,102900,3,4,7,7,131,99,"('Lincoln Preparatory School', (41.4651348, -81.7144526))",6,4,11,64,"('Lincoln Park Academy', (41.467426, -81.712685))",13,7,28,64,"('Lincoln-West High School', (41.4662217, -81.70273409999999))"
29,103100,6,11,10,9,218,69,"('Near West Intergenerational School', (41.485141399999996, -81.7139831))",6,3,303,35,"('Lincoln Park Academy', (41.467426, -81.712685))",11,5,77,35,"('Garrett Morgan Schl Of Science School', (41.484533899999995, -81.71512159999999))"
102,103300,6,13,11,10,304,69,"('Near West Intergenerational School', (41.485141399999996, -81.7139831))",6,3,255,35,"('Villaview Community School', (41.503048799999995, -81.6853625))",10,5,175,35,"('Garrett Morgan Schl Of Science School', (41.484533899999995, -81.71512159999999))"
163,103400,3,9,9,8,110,136,"('Joseph M Gallagher School', (41.481286, -81.731255))",7,4,199,35,"('Lincoln Park Academy', (41.467426, -81.712685))",12,6,116,35,"('Garrett Morgan Schl Of Science School', (41.484533899999995, -81.71512159999999))"
250,103500,4,10,9,8,45,167,"('Cleveland Community School', (41.477661499999996, -81.72063979999999))",6,3,156,35,"('Lincoln Park Academy', (41.467426, -81.712685))",12,6,74,35,"('Garrett Morgan Schl Of Science School', (41.484533899999995, -81.71512159999999))"
164,103602,6,11,10,9,173,69,"('Near West Intergenerational School', (41.485141399999996, -81.7139831))",6,3,341,35,"('Villaview Community School', (41.503048799999995, -81.6853625))",11,5,79,35,"('Garrett Morgan Schl Of Science School', (41.484533899999995, -81.71512159999999))"
251,103800,3,10,9,8,86,105,"('Orchard School', (41.4774429, -81.71433499999999))",6,3,56,35,"('Lincoln Park Academy', (41.467426, -81.712685))",13,7,128,35,"('Garrett Morgan Schl Of Science School', (41.484533899999995, -81.71512159999999))"
30,103900,1,10,10,8,83,140,"('Paul L Dunbar Elementary School', (41.48093, -81.7045812))",6,3,104,35,"('Lincoln Park Academy', (41.467426, -81.712685))",11,5,144,35,"('Garrett Morgan Schl Of Science School', (41.484533899999995, -81.71512159999999))"
350,104100,3,10,10,9,84,113,"('Scranton School', (41.4749531, -81.696265))",6,3,182,64,"('Lincoln Park Academy', (41.467426, -81.712685))",11,5,197,64,"('Lincoln-West High School', (41.4662217, -81.70273409999999))"
252,104200,6,9,9,7,157,83,"('Tremont Montessori School', (41.4787511, -81.686727))",3,1,249,63,"('Villaview Community School', (41.503048799999995, -81.6853625))",5,1,312,63,"('Jane Addams Business Careers High School', (41.49492, -81.665971))"
165,104300,6,9,7,6,22,83,"('Tremont Montessori School', (41.4787511, -81.686727))",5,2,329,64,"('Villaview Community School', (41.503048799999995, -81.6853625))",5,1,318,64,"('Lincoln-West High School', (41.4662217, -81.70273409999999))"
166,104400,3,9,5,6,103,83,"('Tremont Montessori School', (41.4787511, -81.686727))",5,2,282,64,"('Lincoln Park Academy', (41.467426, -81.712685))",8,3,231,64,"('Lincoln-West High School', (41.4662217, -81.70273409999999))"
351,104600,1,6,7,9,137,85,"('Buhrer', (41.4682637, -81.69412709999999))",5,3,81,64,"('Lincoln Park Academy', (41.467426, -81.712685))",13,7,6,64,"('Lincoln-West High School', (41.4662217, -81.70273409999999))"
167,104800,6,10,6,8,239,85,"('Buhrer', (41.4682637, -81.69412709999999))",5,3,296,64,"('Lincoln Park Academy', (41.467426, -81.712685))",12,6,219,64,"('Lincoln-West High School', (41.4662217, -81.70273409999999))"
370,104900,5,5,7,8,223,99,"('Lincoln Preparatory School', (41.4651348, -81.7144526))",6,4,58,64,"('Lincoln Park Academy', (41.467426, -81.712685))",12,6,54,64,"('Lincoln-West High School', (41.4662217, -81.70273409999999))"
366,105100,5,1,2,5,369,102,"('Constellation Schools: Stockyard Community Elementary', (41.467446, -81.73083199999999))",4,4,260,54,"('Lincoln Park Academy', (41.467426, -81.712685))",10,6,296,54,"('Max S Hayes High School', (41.4712041, -81.7287328))"
436,105300,5,2,4,5,213,99,"('Lincoln Preparatory School', (41.4651348, -81.7144526))",5,4,90,64,"('Lincoln Park Academy', (41.467426, -81.712685))",12,6,208,64,"('Lincoln-West High School', (41.4662217, -81.70273409999999))"
352,105400,5,3,7,8,342,119,"('Horizon Science Academy-Denison Middle School', (41.451586299999995, -81.6931431))",6,4,184,64,"('Lincoln Park Academy', (41.467426, -81.712685))",12,6,245,64,"('Lincoln-West High School', (41.4662217, -81.70273409999999))"
168,105500,5,4,6,8,282,119,"('Horizon Science Academy-Denison Middle School', (41.451586299999995, -81.6931431))",6,4,157,64,"('Lincoln Park Academy', (41.467426, -81.712685))",12,6,191,64,"('Lincoln-West High School', (41.4662217, -81.70273409999999))"
169,105602,6,7,6,8,3,119,"('Horizon Science Academy-Denison Middle School', (41.451586299999995, -81.6931431))",5,3,295,64,"('Constellation Schools: Old Brooklyn Community Middle', (41.43395170000001, -81.7074885))",13,6,278,64,"('Lincoln-West High School', (41.4662217, -81.70273409999999))"
170,105700,5,13,14,16,175,97,"('Benjamin Franklin', (41.4344395, -81.6938772))",6,4,127,30,"('Constellation Schools: Old Brooklyn Community Middle', (41.43395170000001, -81.7074885))",14,7,142,30,"('Facing History High School@Charles Mooney', (41.435166100000004, -81.70521550000001))"
1,105900,3,20,19,20,39,94,"('William C Bryant Elementary School', (41.4260388, -81.7054574))",5,5,69,30,"('Constellation Schools: Old Brooklyn Community Middle', (41.43395170000001, -81.7074885))",12,8,127,30,"('Facing History High School@Charles Mooney', (41.435166100000004, -81.70521550000001))"
75,106100,6,7,8,11,412,37,"('Constellation Schools: Old Brooklyn Community Elementary', (41.43395170000001, -81.7074885))",4,4,238,41,"('Constellation Schools: Old Brooklyn Community Middle', (41.43395170000001, -81.7074885))",11,6,257,41,"('James Ford Rhodes High School', (41.4303619, -81.72133840000001))"
431,106200,6,14,14,18,285,123,"('Pearl Academy', (41.425829, -81.720407))",4,4,131,41,"('Constellation Schools: Old Brooklyn Community Middle', (41.43395170000001, -81.7074885))",11,6,47,41,"('James Ford Rhodes High School', (41.4303619, -81.72133840000001))"
171,106300,6,8,9,13,244,141,"('Charles A Mooney School', (41.435166100000004, -81.70521550000001))",5,4,70,30,"('Constellation Schools: Old Brooklyn Community Middle', (41.43395170000001, -81.7074885))",12,6,102,30,"('Facing History High School@Charles Mooney', (41.435166100000004, -81.70521550000001))"
172,106400,2,17,16,19,120,37,"('Constellation Schools: Old Brooklyn Community Elementary', (41.43395170000001, -81.7074885))",5,4,17,30,"('Constellation Schools: Old Brooklyn Community Middle', (41.43395170000001, -81.7074885))",12,7,66,30,"('Facing History High School@Charles Mooney', (41.435166100000004, -81.70521550000001))"
173,106500,5,19,18,20,46,123,"('Pearl Academy', (41.425829, -81.720407))",5,5,170,41,"('Constellation Schools: Old Brooklyn Community Middle', (41.43395170000001, -81.7074885))",12,8,43,41,"('James Ford Rhodes High School', (41.4303619, -81.72133840000001))"
353,106600,4,20,18,20,88,123,"('Pearl Academy', (41.425829, -81.720407))",6,5,73,41,"('Constellation Schools: Old Brooklyn Community Middle', (41.43395170000001, -81.7074885))",13,8,15,41,"('James Ford Rhodes High School', (41.4303619, -81.72133840000001))"
2,106800,3,14,13,17,65,141,"('Charles A Mooney School', (41.435166100000004, -81.70521550000001))",5,4,24,30,"('Constellation Schools: Old Brooklyn Community Middle', (41.43395170000001, -81.7074885))",14,7,13,30,"('Facing History High School@Charles Mooney', (41.435166100000004, -81.70521550000001))"
371,106900,5,24,20,20,146,97,"('Benjamin Franklin', (41.4344395, -81.6938772))",6,5,114,30,"('Constellation Schools: Old Brooklyn Community Middle', (41.43395170000001, -81.7074885))",14,8,160,30,"('Facing History High School@Charles Mooney', (41.435166100000004, -81.70521550000001))"
416,107000,6,23,16,17,306,97,"('Benjamin Franklin', (41.4344395, -81.6938772))",6,5,293,30,"('Constellation Schools: Old Brooklyn Community Middle', (41.43395170000001, -81.7074885))",14,8,330,30,"('Facing History High School@Charles Mooney', (41.435166100000004, -81.70521550000001))"
174,107101,6,28,22,19,410,62,"('Campus International School', (41.5043053, -81.6661675))",5,3,98,50,"('Villaview Community School', (41.503048799999995, -81.6853625))",6,2,70,50,"('SuccessTech Academy School', (41.507308, -81.686454))"
103,107701,5,17,15,12,400,170,"('Marion-Sterling Elementary School', (41.4974816, -81.66554029999999))",4,2,37,50,"('Villaview Community School', (41.503048799999995, -81.6853625))",6,2,145,50,"('SuccessTech Academy School', (41.507308, -81.686454))"
253,107802,6,24,20,17,330,62,"('Campus International School', (41.5043053, -81.6661675))",5,3,27,50,"('Villaview Community School', (41.503048799999995, -81.6853625))",5,2,22,50,"('SuccessTech Academy School', (41.507308, -81.686454))"
175,108201,6,22,19,15,383,75,"('Horizon Science Academy-Cleveland Middle School', (41.5304953, -81.6477455))",4,3,36,48,"('East Preparatory Academy', (41.5147697, -81.6609495))",6,2,104,48,"('Nexus Academy of Cleveland', (41.512753000000004, -81.665612))"
254,108301,5,18,18,14,183,62,"('Campus International School', (41.5043053, -81.6661675))",4,3,19,48,"('East Preparatory Academy', (41.5147697, -81.6609495))",6,2,21,48,"('Nexus Academy of Cleveland', (41.512753000000004, -81.665612))"
443,108400,5,19,18,14,264,62,"('Campus International School', (41.5043053, -81.6661675))",4,3,6,48,"('East Preparatory Academy', (41.5147697, -81.6609495))",6,2,31,48,"('Nexus Academy of Cleveland', (41.512753000000004, -81.665612))"
31,108701,5,16,15,11,44,170,"('Marion-Sterling Elementary School', (41.4974816, -81.66554029999999))",3,2,183,63,"('Cleveland Entrepreneurship Preparatory School', (41.5136256, -81.6665337))",6,2,30,63,"('Jane Addams Business Careers High School', (41.49492, -81.665971))"
255,109301,5,16,14,11,89,170,"('Marion-Sterling Elementary School', (41.4974816, -81.66554029999999))",4,2,166,63,"('Villaview Community School', (41.503048799999995, -81.6853625))",6,2,9,63,"('Jane Addams Business Careers High School', (41.49492, -81.665971))"
434,109701,6,14,12,9,277,170,"('Marion-Sterling Elementary School', (41.4974816, -81.66554029999999))",4,2,331,63,"('Villaview Community School', (41.503048799999995, -81.6853625))",7,2,84,63,"('Jane Addams Business Careers High School', (41.49492, -81.665971))"
89,109801,4,14,9,8,198,121,"('Cleveland School of Arts Lower Campus', (41.4904256, -81.6474271))",2,2,320,52,"('Broadway Academy', (41.4656044, -81.6522654))",3,1,72,52,"('New Technology HS@East Tech', (41.492503799999994, -81.64976309999999))"
176,110501,5,17,7,6,47,155,"('Willow School', (41.4753136, -81.65618719999999))",5,3,116,52,"('Broadway Academy', (41.4656044, -81.6522654))",9,3,294,52,"('New Technology HS@East Tech', (41.492503799999994, -81.64976309999999))"
32,110801,5,20,7,6,151,155,"('Willow School', (41.4753136, -81.65618719999999))",6,4,30,52,"('Broadway Academy', (41.4656044, -81.6522654))",11,4,371,52,"('New Technology HS@East Tech', (41.492503799999994, -81.64976309999999))"
388,110901,6,17,8,8,241,91,"('Cleveland College Preparatory School', (41.4555031, -81.6557039))",6,4,109,64,"('Broadway Academy', (41.4656044, -81.6522654))",13,5,411,64,"('Lincoln-West High School', (41.4662217, -81.70273409999999))"
372,111202,6,18,16,13,195,75,"('Horizon Science Academy-Cleveland Middle School', (41.5304953, -81.6477455))",5,4,358,26,"('East Preparatory Academy', (41.5147697, -81.6609495))",10,5,87,26,"('Horizon Science Acad Cleveland', (41.5309, -81.648629))"
256,111401,5,14,14,10,172,158,"('Michael R. White', (41.529178200000004, -81.62440079999999))",6,4,387,59,"('Citizens Leadership Academy', (41.5089964, -81.61911629999999))",10,7,262,59,"('Glenville High School', (41.539004299999995, -81.606617))"
76,111500,6,14,16,12,261,75,"('Horizon Science Academy-Cleveland Middle School', (41.5304953, -81.6477455))",4,3,138,26,"('East Preparatory Academy', (41.5147697, -81.6609495))",2,1,120,26,"('Horizon Science Acad Cleveland', (41.5309, -81.648629))"
257,111600,6,13,15,12,255,75,"('Horizon Science Academy-Cleveland Middle School', (41.5304953, -81.6477455))",5,4,217,26,"('East Preparatory Academy', (41.5147697, -81.6609495))",3,2,123,26,"('Horizon Science Acad Cleveland', (41.5309, -81.648629))"
258,111700,5,11,14,11,177,138,"('Willson School', (41.524029, -81.628387))",5,4,300,26,"('Citizens Leadership Academy', (41.5089964, -81.61911629999999))",4,3,140,26,"('Horizon Science Acad Cleveland', (41.5309, -81.648629))"
177,111800,3,11,14,11,105,138,"('Willson School', (41.524029, -81.628387))",5,4,194,55,"('Citizens Leadership Academy', (41.5089964, -81.61911629999999))",4,3,196,55,"('Health Careers Center High School', (41.509793, -81.63866800000001))"
33,111902,4,12,14,11,7,138,"('Willson School', (41.524029, -81.628387))",5,4,204,55,"('Citizens Leadership Academy', (41.5089964, -81.61911629999999))",4,3,288,55,"('Health Careers Center High School', (41.509793, -81.63866800000001))"
159,112100,5,12,16,12,346,169,"('Mary B Martin School', (41.508245, -81.629979))",4,3,151,55,"('East Preparatory Academy', (41.5147697, -81.6609495))",2,1,85,55,"('Health Careers Center High School', (41.509793, -81.63866800000001))"
259,112200,3,11,13,10,133,156,"('Daniel E Morgan School', (41.516936, -81.625275))",5,4,134,55,"('Citizens Leadership Academy', (41.5089964, -81.61911629999999))",3,2,131,55,"('Health Careers Center High School', (41.509793, -81.63866800000001))"
260,112301,6,16,14,10,314,174,"('George Washington Carver', (41.4989284, -81.65281259999999))",4,3,113,55,"('East Preparatory Academy', (41.5147697, -81.6609495))",3,2,65,55,"('Health Careers Center High School', (41.509793, -81.63866800000001))"
3,112400,5,11,13,10,236,169,"('Mary B Martin School', (41.508245, -81.629979))",4,3,191,55,"('Citizens Leadership Academy', (41.5089964, -81.61911629999999))",3,2,10,55,"('Health Careers Center High School', (41.509793, -81.63866800000001))"
389,112500,4,8,9,7,54,169,"('Mary B Martin School', (41.508245, -81.629979))",4,4,83,55,"('Citizens Leadership Academy', (41.5089964, -81.61911629999999))",2,1,40,55,"('Health Careers Center High School', (41.509793, -81.63866800000001))"
178,112600,4,8,7,7,96,161,"('OAK Leadership Institute', (41.509147999999996, -81.626807))",4,4,28,55,"('Citizens Leadership Academy', (41.5089964, -81.61911629999999))",1,1,158,55,"('Health Careers Center High School', (41.509793, -81.63866800000001))"
34,112800,5,10,9,7,160,169,"('Mary B Martin School', (41.508245, -81.629979))",4,3,153,55,"('Citizens Leadership Academy', (41.5089964, -81.61911629999999))",3,2,16,55,"('Health Careers Center High School', (41.509793, -81.63866800000001))"
261,113101,5,12,9,8,240,169,"('Mary B Martin School', (41.508245, -81.629979))",4,4,147,55,"('Citizens Leadership Academy', (41.5089964, -81.61911629999999))",2,2,136,55,"('Health Careers Center High School', (41.509793, -81.63866800000001))"
354,113500,3,12,7,6,334,159,"('Buckeye-Woodland School', (41.4839348, -81.619176))",3,3,169,24,"('Citizens Leadership Academy', (41.5089964, -81.61911629999999))",3,2,184,24,"('Cleveland School Of The Arts High School', (41.5018198, -81.61179809999999))"
262,113600,4,11,6,4,291,159,"('Buckeye-Woodland School', (41.4839348, -81.619176))",5,5,174,24,"('Citizens Leadership Academy', (41.5089964, -81.61911629999999))",5,3,126,24,"('Cleveland School Of The Arts High School', (41.5018198, -81.61179809999999))"
179,113801,5,17,8,7,61,121,"('Cleveland School of Arts Lower Campus', (41.4904256, -81.6474271))",2,2,354,52,"('Broadway Academy', (41.4656044, -81.6522654))",4,2,49,52,"('New Technology HS@East Tech', (41.492503799999994, -81.64976309999999))"
35,114100,5,13,7,6,311,159,"('Buckeye-Woodland School', (41.4839348, -81.619176))",2,3,311,52,"('Citizens Leadership Academy', (41.5089964, -81.61911629999999))",3,2,223,52,"('New Technology HS@East Tech', (41.492503799999994, -81.64976309999999))"
263,114300,5,17,6,5,34,172,"('Anton Grdina', (41.4782583, -81.6389551))",5,4,240,52,"('Broadway Academy', (41.4656044, -81.6522654))",4,3,279,52,"('New Technology HS@East Tech', (41.492503799999994, -81.64976309999999))"
373,114501,6,15,1,1,256,142,"('Imagine Cleveland Academy', (41.4652592, -81.62093309999999))",3,3,99,66,"('Entrepreneurship Preparatory School - Woodland Hills Campus', (41.4628878, -81.62217609999999))",8,5,147,66,"('Woodland Academy', (41.478387700000006, -81.6111923))"
104,114600,5,19,5,5,128,172,"('Anton Grdina', (41.4782583, -81.6389551))",6,4,106,52,"('Broadway Academy', (41.4656044, -81.6522654))",6,3,323,52,"('New Technology HS@East Tech', (41.492503799999994, -81.64976309999999))"
4,114700,5,18,5,5,100,172,"('Anton Grdina', (41.4782583, -81.6389551))",5,4,185,52,"('Broadway Academy', (41.4656044, -81.6522654))",5,3,218,52,"('New Technology HS@East Tech', (41.492503799999994, -81.64976309999999))"
264,114900,5,21,7,7,203,171,"('Mound Elementary School', (41.462648, -81.64866500000001))",6,4,53,52,"('Broadway Academy', (41.4656044, -81.6522654))",12,4,387,52,"('New Technology HS@East Tech', (41.492503799999994, -81.64976309999999))"
439,115100,5,25,11,9,42,173,"('Fullerton School', (41.454733600000004, -81.64854229999999))",5,4,78,13,"('Broadway Academy', (41.4656044, -81.6522654))",12,5,416,13,"('Cuyahoga Hts High School', (41.4272786, -81.64272170000001))"
180,115200,5,24,11,10,118,171,"('Mound Elementary School', (41.462648, -81.64866500000001))",5,4,59,66,"('Broadway Academy', (41.4656044, -81.6522654))",12,5,420,66,"('Woodland Academy', (41.478387700000006, -81.6111923))"
265,115300,6,23,7,7,206,104,"('Constellation Schools: Eastside Arts Academy', (41.4522422, -81.6425933))",4,3,117,58,"('Entrepreneurship Preparatory School - Woodland Hills Campus', (41.4628878, -81.62217609999999))",11,5,400,58,"('John Adams High School', (41.4544124, -81.6016219))"
355,115400,6,25,11,9,38,104,"('Constellation Schools: Eastside Arts Academy', (41.4522422, -81.6425933))",5,4,141,13,"('Broadway Academy', (41.4656044, -81.6522654))",13,7,393,13,"('Cuyahoga Hts High School', (41.4272786, -81.64272170000001))"
266,115700,6,25,12,10,119,133,"('Hope Academy Northcoast', (41.4415513, -81.6397684))",5,4,211,13,"('Cuyahoga Hts Middle School', (41.427228899999996, -81.64196779999999))",14,8,285,13,"('Cuyahoga Hts High School', (41.4272786, -81.64272170000001))"
267,115800,6,23,10,8,217,166,"('Miles Park School', (41.4482709, -81.62155600000001))",4,3,188,58,"('Entrepreneurship Preparatory School - Woodland Hills Campus', (41.4628878, -81.62217609999999))",13,7,369,58,"('John Adams High School', (41.4544124, -81.6016219))"
181,115900,5,23,10,9,52,100,"('Warner Girls Leadership Academy', (41.4386771, -81.6275783))",4,3,242,34,"('Cuyahoga Hts Middle School', (41.427228899999996, -81.64196779999999))",14,8,225,34,"('Garfield Heights High School', (41.4277145, -81.6146393))"
390,116100,5,16,13,9,231,165,"('Franklin D. Roosevelt', (41.5352632, -81.6104739))",7,5,419,59,"('Citizens Leadership Academy', (41.5089964, -81.61911629999999))",11,4,112,59,"('Glenville High School', (41.539004299999995, -81.606617))"
182,116200,5,17,14,10,247,160,"('Iowa-Maple Elementary School', (41.5470126, -81.597939))",8,5,377,59,(),11,4,57,59,"('Glenville High School', (41.539004299999995, -81.606617))"
